Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
акселерация;1.2.1.1.4.2.2.1.2.;;;;;;
аксельбанты;1.1.3.2.10.1.3.1.;;;;;;
аксессуар;1.1.3.2.1.1.;1.1.3.2.11.3.1.;1.2.1.2.3.1.3.4.;;;;
аксиология;1.2.1.5.2.1.2.1.2.5.1.2.;;;;;;
аксиома;1.2.1.3.1.2.3.1.1.;;;;;;
аксиоматичность;1.2.1.2.1.2.2.3.;;;;;;
акт;1.1.3.2.10.3.1.;1.1.3.2.10.3.2.1.;1.2.1.1.2.5.1.;1.2.1.5.2.2.4.2.3.2.1.1.;1.2.1.6.4.4.2.4.2.2.;;
актер;1.1.1.2.1.1.1.2.2.2.3.1.16.;1.1.1.2.1.1.1.2.4.2.2.4.1.;;;;;
актерка;1.1.1.2.1.1.1.2.2.2.3.1.16.;1.1.1.2.1.1.1.2.4.2.2.4.1.;;;;;
актерство;1.2.1.3.2.4.2.6.2.;;;;;;
актерствовать;2.3.3.1.2.3.1.2.1.2.;2.3.5.2.4.1.3.;2.3.5.2.4.7.2.1.1.4.;;;;
актив;1.1.1.2.1.1.2.4.2.1.;1.1.3.2.10.2.3.;1.1.3.4.1.3.;;;;
активизировать;2.3.1.4.;2.3.3.2.1.3.2.3.;;;;;
активизироваться;2.3.3.1.2.1.4.;;;;;;
активист;1.1.1.2.1.1.1.2.4.2.3.1.;;;;;;
активистка;1.1.1.2.1.1.1.2.4.2.3.1.;;;;;;
активничать;2.3.3.1.2.1.1.1.;;;;;;
активность;1.2.1.3.2.3.6.;;;;;;
актиния;1.1.1.2.2.1.7.2.;;;;;;
актировать;2.3.5.2.4.7.2.4.;;;;;;
актриса;1.1.1.2.1.1.1.2.2.2.3.1.16.;1.1.1.2.1.1.1.2.4.2.2.4.1.;;;;;
акула;1.1.1.2.2.1.5.3.;;;;;;
акулька;1.2.1.6.4.4.2.5.3.1.;;;;;;
акустик;1.1.1.2.1.1.1.2.4.2.4.3.3.3.;1.1.1.2.1.1.1.2.4.2.4.3.4.2.;;;;;
акустика;1.2.1.1.4.1.5.1.;1.2.1.5.2.1.2.1.3.2.6.;;;;;
акушер;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
акушерка;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
акушерство;1.2.1.5.2.1.2.1.3.2.2.2.;1.2.1.6.4.3.2.2.2.;;;;;
акушерствовать;2.3.5.2.4.7.2.1.1.2.;;;;;;
акцент;1.1.3.2.10.1.2.4.1.;1.2.1.1.4.2.1.3.2.1.;1.2.1.2.2.1.;1.2.1.5.2.1.2.1.2.3.1.3.2.;1.2.1.5.2.1.3.3.3.;;
акцентировать;2.3.3.3.1.1.1.1.3.;2.3.3.3.1.2.2.2.3.;2.3.5.2.4.1.4.1.;;;;
акцентология;1.2.1.5.2.1.2.1.2.3.1.2.;;;;;;
акцентуация;1.2.1.5.2.1.2.1.2.3.1.3.2.;1.2.1.5.2.1.2.1.2.3.1.3.5.;;;;;
акциз;1.1.3.2.10.2.2.2.2.;1.1.3.3.1.2.2.3.;;;;;
акционер;1.1.1.2.1.1.1.2.3.3.2.3.1.1.;;;;;;
акционерка;1.1.1.2.1.1.1.2.3.3.2.3.1.1.;;;;;;
акционировать;2.3.5.2.4.4.3.;;;;;;
акция;1.1.3.2.10.2.1.2.;1.2.1.3.2.1.2.2.1.;;;;;
акын;1.1.1.2.1.1.1.2.4.2.2.4.2.2.;;;;;;
албанка;1.1.1.2.1.1.2.2.1.2.;;;;;;
албанцы;1.1.1.2.1.1.2.2.1.2.;;;;;;
алгебра;1.2.1.5.2.1.2.1.3.2.5.;;;;;;
алгебраист;1.1.1.2.1.1.1.2.4.2.4.3.3.3.;;;;;;
алгоритм;1.2.1.4.2.3.3.2.;1.2.1.5.2.1.2.1.1.;;;;;
алебарда;1.1.3.2.4.1.2.2.;;;;;;
алебастр;1.1.2.2.4.1.2.;;;;;;
александрит;1.1.2.2.4.1.4.2.;;;;;;
алеть;2.2.4.2.2.3.;2.4.2.3.;;;;;
алеться;2.2.4.2.2.3.;;;;;;
алеутка;1.1.1.2.1.1.2.2.1.2.;;;;;;
алеуты;1.1.1.2.1.1.2.2.1.2.;;;;;;
алжирка;1.1.1.2.1.1.2.2.1.2.;;;;;;
алжирцы;1.1.1.2.1.1.2.2.1.2.;;;;;;
ализарин;1.1.3.2.6.5.4.2.;;;;;;
алиментщик;1.1.1.2.1.1.1.2.3.3.2.4.1.;;;;;;
алиментщица;1.1.1.2.1.1.1.2.3.3.2.3.2.1.;1.1.1.2.1.1.1.2.3.3.2.4.1.;;;;;
алименты;1.1.3.2.10.2.2.2.2.;;;;;;
алкалоид;1.1.2.1.3.2.3.2.2.1.;;;;;;
алкать;2.3.2.3.3.;;;;;;
алкаш;1.1.1.2.1.1.1.2.2.2.3.1.14.;;;;;;
алкашка;1.1.1.2.1.1.1.2.2.2.3.1.14.;;;;;;
алкоголизм;1.2.1.1.4.2.2.3.3.2.1.1.;1.2.1.1.4.2.2.3.3.3.1.;;;;;
алкоголик;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
алкоголичка;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
алкоголь;1.1.2.1.3.2.3.2.2.2.;1.1.3.2.7.1.1.2.2.8.1.2.;;;;;
аллах;1.1.1.2.1.2.1.;;;;;;
аллегория;1.2.1.4.3.2.;1.2.1.5.2.1.3.1.3.3.2.;;;;;
аллегро;1.2.1.5.2.1.3.3.3.;1.2.1.5.2.1.3.3.4.1.2.;1.2.1.5.2.1.3.3.4.2.1.;;;;
аллейка;1.1.3.1.4.2.1.1.;;;;;;
аллерген;1.1.2.1.3.1.3.2.2.;;;;;;
аллергик;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
аллергия;1.2.1.1.4.2.2.3.3.1.;1.2.1.3.1.1.2.;;;;;
аллерголог;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
аллергология;1.2.1.5.2.1.2.1.3.2.2.2.;;;;;;
аллея;1.1.3.1.4.2.1.1.;;;;;;
аллигатор;1.1.1.2.2.1.4.2.;;;;;;
аллитерация;1.2.1.5.2.1.3.4.2.1.2.;;;;;;
аллопат;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
аллопатия;1.2.1.5.2.1.2.1.3.2.2.1.;;;;;;
аллюзия;1.2.1.5.2.1.3.1.3.3.2.;;;;;;
аллюр;1.2.1.1.3.3.3.4.;;;;;;
алмаз;1.1.2.2.4.1.4.2.;1.1.3.2.3.6.4.1.;;;;;
алмазик;1.1.2.2.4.1.4.2.;;;;;;
алмазодобытчик;1.1.1.2.1.1.1.2.4.2.7.1.2.1.1.;;;;;;
алмазодобытчица;1.1.1.2.1.1.1.2.4.2.7.1.2.1.1.;;;;;;
алогизм;1.2.1.2.1.2.3.3.;;;;;;
алогичность;1.2.1.2.1.2.3.3.;;;;;;
алоэ;1.1.1.3.1.2.2.3.2.;1.1.3.2.7.1.2.1.;;;;;
алтайка;1.1.1.2.1.1.2.2.1.2.;;;;;;
алтайцы;1.1.1.2.1.1.2.2.1.2.;;;;;;
алтарь;1.1.3.2.8.2.;;;;;;
алтын;1.1.3.2.10.2.1.1.2.;1.1.3.2.10.2.1.1.3.2.;;;;;
алфавит;1.2.1.5.2.1.2.1.2.3.1.3.5.;1.2.1.5.2.2.3.1.;;;;;
алхимик;1.1.1.2.1.1.1.2.4.2.4.3.3.3.;;;;;;
алхимия;1.2.1.5.2.1.2.2.;;;;;;
алчность;1.2.1.3.2.3.16.;;;;;;
алыча;1.1.1.3.1.2.1.2.1.2.1.3.;;;;;;
алыча;1.1.3.2.7.1.1.2.2.10.3.1.2.;;;;;;
альбатрос;1.1.1.2.2.1.3.3.;;;;;;
альбинос;1.1.1.1.1.2.;;;;;;
альбиноска;1.1.1.1.1.2.;;;;;;
альбом;1.1.3.2.3.3.1.3.;1.1.3.2.7.3.5.2.;1.1.3.2.9.1.1.2.2.;;;;
альбомчик;1.1.3.2.3.3.1.3.;1.1.3.2.7.3.5.2.;1.1.3.2.9.1.1.2.2.;;;;
альвеола;1.1.1.2.4.1.2.1.1.;1.1.1.2.4.1.2.2.1.;;;;;
альков;1.1.3.2.2.1.2.1.2.;;;;;;
альма-матер;1.1.3.3.1.2.5.1.3.1.;;;;;;
альманах;1.1.3.2.9.1.1.2.2.;;;;;;
альпинарий;1.1.3.1.3.1.3.3.;;;;;;
альпиниада;1.2.1.6.4.4.1.2.5.2.;;;;;;
альпинизм;1.2.1.6.4.4.1.2.4.5.;;;;;;
альпинист;1.1.1.2.1.1.1.2.4.2.8.1.2.1.1.;;;;;;
альпинистка;1.1.1.2.1.1.1.2.4.2.8.1.2.1.1.;;;;;;
альт;1.1.1.2.1.1.1.2.4.2.2.4.2.1.;1.1.3.2.11.2.2.1.;1.1.3.2.11.2.3.2.;1.2.1.1.4.2.1.3.2.2.;1.2.1.5.2.1.3.3.3.;;
альтернатива;1.2.1.2.1.1.7.2.;;;;;;
альтист;1.1.1.2.1.1.1.2.4.2.2.4.2.1.;;;;;;
альтистка;1.1.1.2.1.1.1.2.4.2.2.4.2.1.;;;;;;
альтруизм;1.2.1.3.2.3.1.;;;;;;
альтруист;1.1.1.2.1.1.1.2.2.2.3.1.2.;;;;;;
альтруистка;1.1.1.2.1.1.1.2.2.2.3.1.2.;;;;;;
альфа;1.2.1.5.2.1.2.1.2.3.1.3.5.;;;;;;
альфонс;1.1.1.2.1.1.1.2.3.3.2.3.2.1.;;;;;;
альянс;1.1.3.3.1.3.1.;;;;;;
алюминий;1.1.2.1.3.2.2.1.;;;;;;
амазонка;1.1.1.2.1.1.1.2.5.8.2.;1.1.1.2.1.2.2.1.;1.1.3.2.7.2.2.1.1.3.2.1.3.;;;;
амальгама;1.1.2.1.3.2.2.2.;1.1.3.4.6.1.;;;;;
амариллисовые;1.1.1.3.1.2.1.1.;;;;;;
амба;1.2.1.1.2.2.3.2.;;;;;;
амбал;1.1.1.2.1.1.1.2.5.5.;;;;;;
амбар;1.1.3.2.2.6.1.;;;;;;
амбарушка;1.1.3.2.2.6.1.;;;;;;
амбарчик;1.1.3.2.2.6.1.;;;;;;
амбициозность;1.2.1.3.2.3.14.;;;;;;
амбиция;1.2.1.3.1.5.1.;1.2.1.3.2.3.14.;;;;;
амбразура;1.1.3.2.2.8.2.;;;;;;
амброзия;1.1.3.2.8.5.;;;;;;
амбулатория;1.1.3.3.1.2.4.8.1.;;;;;;
амвон;1.1.3.2.8.2.;;;;;;
амеба;1.1.1.2.1.1.1.2.2.2.3.1.18.;1.1.1.2.2.1.7.2.;;;;;
американец;1.1.1.2.1.1.1.2.1.2.4.1.;;;;;;
американизировать;2.3.4.4.3.1.;;;;;;
американизироваться;2.3.4.4.3.1.;;;;;;
американист;1.1.1.2.1.1.1.2.4.2.4.3.2.2.;;;;;;
американистика;1.2.1.5.2.1.2.1.2.2.;;;;;;
американистка;1.1.1.2.1.1.1.2.4.2.4.3.2.2.;;;;;;
американка;1.1.1.2.1.1.1.2.1.2.4.1.;1.1.1.2.1.1.2.2.1.2.;;;;;
американцы;1.1.1.2.1.1.2.2.1.2.;;;;;;
аметист;1.1.2.2.4.1.4.2.;;;;;;
аминокислота;1.1.2.1.3.2.3.2.2.1.;;;;;;
аммиак;1.1.2.1.3.2.3.2.2.2.;;;;;;
аммонал;1.1.3.2.6.5.5.;;;;;;
аммоний;1.1.2.1.3.2.3.2.2.2.;;;;;;
амнистировать;2.3.5.2.4.5.1.3.;;;;;;
амнистировать;2.3.7.1.18.3.;;;;;;
амнистия;1.2.1.6.4.3.2.4.2.;;;;;;
аморалка;1.2.1.3.2.4.2.7.3.;;;;;;
амортизатор;1.1.3.2.5.3.1.1.;;;;;;
амперметр;1.1.3.2.3.4.5.;;;;;;
ампир;1.2.1.5.2.1.3.1.2.;;;;;;
амплитуда;1.2.1.1.2.6.1.;;;;;;
амплуа;1.2.1.2.2.2.;1.2.1.5.2.1.3.5.2.2.1.;;;;;
ампула;1.1.3.2.7.3.2.2.3.4.;;;;;;
ампулка;1.1.3.2.7.3.2.2.3.4.;;;;;;
ампутация;1.2.1.6.4.3.2.2.2.;;;;;;
ампутировать;2.3.5.2.4.3.2.3.;2.3.7.1.15.;;;;;
амулет;1.1.3.2.8.1.;;;;;;
амуниция;1.1.3.2.4.3.1.;;;;;;
амурничать;2.3.3.2.1.9.1.;;;;;;
амфибия;1.1.1.2.2.1.4.1.;1.1.3.2.5.5.;;;;;
амфибрахий;1.2.1.5.2.1.3.4.2.2.2.1.;;;;;;
амфитеатр;1.1.3.2.2.7.1.1.;1.1.3.2.2.7.1.2.;;;;;
амфора;1.1.3.2.7.3.2.2.3.3.;;;;;;
анабаптизм;1.2.1.5.1.2.1.2.3.;;;;;;
анабаптист;1.2.1.5.1.2.1.2.3.;;;;;;
анабиоз;1.2.1.1.4.2.2.2.3.;;;;;;
анаконда;1.1.1.2.2.1.4.2.;;;;;;
анализ;1.2.1.3.1.2.3.1.1.;1.2.1.5.2.1.2.1.1.;;;;;
анализировать;2.3.3.3.1.1.2.1.1.;;;;;;
анализироваться;2.3.3.3.1.1.2.1.1.;;;;;;
аналитик;1.1.1.2.1.1.1.2.2.1.3.;1.1.1.2.1.1.1.2.4.2.4.1.;1.1.1.2.1.1.1.2.4.2.4.3.3.3.;;;;
аналог;1.2.2.1.2.;;;;;;
аналогия;1.2.1.2.1.1.3.1.;;;;;;
аналой;1.1.3.2.8.2.;;;;;;
анамнез;1.1.3.2.10.3.3.5.1.;;;;;;
ананас;1.1.1.3.1.2.2.2.3.;1.1.3.2.7.1.1.2.2.10.3.1.2.;;;;;
ананасик;1.1.1.3.1.2.2.2.3.;1.1.3.2.7.1.1.2.2.10.3.1.2.;;;;;
анапест;1.2.1.5.2.1.3.4.2.2.2.1.;;;;;;
анархизм;1.2.1.5.2.1.2.3.;;;;;;
анархист;1.1.1.2.1.1.1.2.2.2.3.1.9.;1.1.1.2.1.1.1.2.3.3.1.1.;;;;;
анархистка;1.1.1.2.1.1.1.2.2.2.3.1.9.;1.1.1.2.1.1.1.2.3.3.1.1.;;;;;
анархия;1.2.1.1.2.4.5.;1.2.1.6.2.2.2.;;;;;
анатом;1.1.1.2.1.1.1.2.4.2.4.3.3.2.;;;;;;
анатомирование;1.2.1.6.4.3.2.2.2.;;;;;;
анатомировать;2.3.5.2.4.3.2.4.;;;;;;
анатомия;1.2.1.2.3.1.1.;1.2.1.5.2.1.2.1.3.2.1.;1.2.1.5.2.1.2.1.3.2.2.2.;;;;
анафема;1.2.1.5.1.3.1.4.2.;;;;;;
анахорет;1.1.1.2.1.1.1.2.2.2.3.1.6.;1.1.1.2.1.1.1.2.4.2.1.2.;;;;;
анахронизм;1.2.1.1.2.5.1.;1.2.1.2.3.2.2.;;;;;
анаша;1.1.3.2.6.5.8.;;;;;;
анашист;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
анашистка;1.1.1.2.1.1.1.2.5.7.2.;;;;;;
ангажемент;1.2.1.5.2.1.3.5.2.1.;;;;;;
ангажировать;2.3.3.2.1.8.2.1.;2.3.5.2.4.1.4.2.;2.3.5.2.4.7.3.1.;;;;
ангажироваться;2.3.5.2.4.7.3.1.;;;;;;
ангар;1.1.3.2.2.5.1.;;;;;;
ангел;1.1.1.2.1.1.1.3.1.1.2.;1.1.1.2.1.1.1.3.2.2.;1.1.1.2.1.2.1.;;;;
ангелок;1.1.1.2.1.2.1.;;;;;;
ангелочек;1.1.1.2.1.2.1.;;;;;;
ангельчик;1.1.1.2.1.1.1.3.2.2.;;;;;;
ангина;1.2.1.1.4.2.2.3.3.2.1.2.;;;;;;
англизировать;2.3.4.4.3.1.;;;;;;
англизироваться;2.3.4.4.3.1.;;;;;;
англиканство;1.2.1.5.1.2.1.1.;;;;;;
англицизм;1.2.1.5.2.1.2.1.2.3.1.3.4.;;;;;;
англичане;1.1.1.2.1.1.2.2.1.2.;;;;;;
англичанка;1.1.1.2.1.1.1.2.4.2.4.4.2.;1.1.1.2.1.1.2.2.1.2.;;;;;
англоман;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
англомания;1.2.1.6.2.3.2.2.;;;;;;
англоманка;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
англоманство;1.2.1.6.2.3.2.2.;;;;;;
англофил;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
англофилка;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
англофильство;1.2.1.6.2.3.2.2.;;;;;;
англофоб;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
англофобка;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
англофобство;1.2.1.6.2.3.2.2.;;;;;;
анданте;1.2.1.5.2.1.3.3.3.;1.2.1.5.2.1.3.3.4.1.2.;;;;;
андеграунд;1.2.1.5.2.1.3.1.2.;;;;;;
андерграунд;1.2.1.5.2.1.3.1.2.;;;;;;
анекдот;1.2.1.1.2.4.5.;1.2.1.5.2.2.4.2.3.2.3.1.2.;;;;;
анекдотец;1.2.1.5.2.2.4.2.3.2.3.1.2.;;;;;;
анекдотик;1.2.1.5.2.2.4.2.3.2.3.1.2.;;;;;;
анемия;1.2.1.1.4.2.2.3.3.2.1.1.;;;;;;
анестезиолог;1.1.1.2.1.1.1.2.4.2.4.5.1.2.;;;;;;
анестезиология;1.2.1.5.2.1.2.1.3.2.2.2.;;;;;;
анестезировать;2.3.5.2.4.3.2.4.;;;;;;
анестезия;1.2.1.1.4.2.2.3.3.2.1.1.;1.2.1.6.4.3.2.2.2.;;;;;
аника-воин;1.1.1.2.1.1.1.2.2.2.2.3.;;;;;;
анилин;1.1.2.1.3.2.3.2.2.2.;;;;;;
анималист;1.1.1.2.1.1.1.2.4.2.2.2.1.;;;;;;
анималистка;1.1.1.2.1.1.1.2.4.2.2.2.1.;;;;;;
аниматор;1.1.1.2.1.1.1.2.4.2.2.4.2.3.1.;;;;;;
анимация;1.2.1.5.2.1.3.5.1.;;;;;;
анимизм;1.2.1.5.2.1.2.1.2.6.;;;;;;
анис;1.1.1.3.1.2.1.2.1.2.1.2.2.;1.1.1.3.1.2.2.2.5.;1.1.3.2.7.1.1.2.2.9.2.;;;;
анисовка;1.1.1.3.1.2.1.2.1.2.1.2.2.;1.1.3.2.7.1.1.2.2.8.2.;;;;;
анкета;1.1.3.2.10.3.3.5.1.;;;;;;
анкетировать;2.3.3.3.1.1.2.1.1.;;;;;;
анналы;1.2.1.5.2.2.4.2.3.2.2.1.;;;;;;
аннексировать;2.3.5.2.4.8.3.1.;;;;;;
аннексия;1.2.1.6.3.3.1.2.2.;;;;;;
аннотация;1.2.1.5.2.2.3.1.;;;;;;
аннотировать;2.3.5.2.4.7.2.3.;;;;;;
аннулировать;2.3.5.2.4.4.1.;2.4.1.4.5.;;;;;
аннулироваться;2.2.9.1.1.2.;;;;;;
анодировать;2.3.5.2.2.4.2.;;;;;;
аномалия;1.2.1.1.4.2.2.3.3.1.;1.2.1.2.3.2.2.;;;;;
аноним;1.1.1.2.1.1.1.2.3.3.4.12.2.1.;1.2.1.5.2.2.1.;;;;;
анонимка;1.2.1.5.2.2.2.2.;;;;;;
анонимщик;1.1.1.2.1.1.1.2.2.2.3.1.17.;;;;;;
анонимщица;1.1.1.2.1.1.1.2.2.2.3.1.17.;;;;;;
анонс;1.1.3.2.9.1.1.3.2.2.;;;;;;
анонсировать;2.3.3.3.1.1.1.1.1.1.2.;;;;;;
ансамбль;1.1.1.2.1.1.2.3.3.;1.1.3.2.2.1.1.2.;1.1.3.3.1.2.6.3.;1.2.1.2.3.1.2.3.;1.2.1.5.2.1.3.3.4.1.1.2.;;
антагонизм;1.2.1.2.1.1.4.2.;;;;;;
антагонист;1.1.1.2.1.1.1.2.2.1.1.;1.2.2.1.2.;;;;;
антагонистка;1.1.1.2.1.1.1.2.2.1.1.;;;;;;
антанта;1.1.3.3.1.3.3.2.;;;;;;
антарктика;1.1.2.2.2.2.2.;;;;;;
антенна;1.1.3.2.3.3.1.2.;;;;;;
антибиотик;1.1.2.1.3.1.3.2.2.;1.1.3.2.6.5.7.2.;;;;;
антивирус;1.1.3.4.8.2.;;;;;;
антиглобализм;1.2.1.5.2.1.2.3.;;;;;;
антиквар;1.1.1.2.1.1.1.2.4.2.7.3.2.2.1.3.;1.1.1.2.1.1.1.2.4.2.8.2.2.1.2.;;;;;
антиквариат;1.1.3.3.1.2.4.2.3.;1.1.3.4.1.2.1.;;;;;
антикварий;1.1.1.2.1.1.1.2.4.2.7.3.2.2.1.3.;1.1.1.2.1.1.1.2.4.2.8.2.2.1.2.;;;;;
антикоммунизм;1.2.1.5.2.1.2.3.;;;;;;
антикоммунист;1.1.1.2.1.1.1.2.3.3.1.1.;;;;;;
антикоммунистка;1.1.1.2.1.1.1.2.3.3.1.1.;;;;;;
антилопа;1.1.1.2.2.1.2.4.1.;1.1.1.2.2.1.2.4.2.;;;;;
антиминс;1.1.3.2.8.2.;;;;;;
антимиры;1.1.2.1.2.1.;;;;;;
антимония;1.2.1.4.2.2.2.1.;;;;;;
антиномия;1.2.1.2.1.1.4.2.;;;;;;
антипатия;1.2.1.3.2.2.1.8.;;;;;;
антипод;1.1.1.2.1.1.1.2.3.3.5.2.2.;1.1.1.2.1.1.1.2.3.3.5.2.2.;1.2.2.1.2.;;;;
антисанитария;1.2.1.1.4.3.2.5.;;;;;;
антисемит;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
антисемитизм;1.2.1.6.2.3.2.2.;;;;;;
антисемитка;1.1.1.2.1.1.1.2.2.1.6.1.1.;;;;;;
антисептик;1.1.2.1.3.1.3.2.2.;1.1.3.2.6.5.7.2.;;;;;
антисептика;1.2.1.6.4.3.2.2.2.;;;;;;
антистатик;1.1.2.1.3.1.3.2.1.;1.1.3.2.6.5.1.3.;;;;;
антитеза;1.2.1.2.1.1.4.2.;1.2.1.5.2.1.3.4.2.1.2.;;;;;
антитезис;1.2.1.3.1.2.3.1.1.;;;;;;
антитела;1.1.1.2.4.1.2.2.1.;;;;;;
антиутопия;1.2.1.5.2.2.4.2.3.2.1.2.2.;;;;;;
антифашист;1.1.1.2.1.1.1.2.3.3.1.1.;;;;;;
антифашистка;1.1.1.2.1.1.1.2.3.3.1.1.;;;;;;
антифриз;1.1.3.2.6.5.9.;;;;;;
антихрист;1.1.1.2.1.1.1.3.1.4.;1.1.1.2.1.2.1.;;;;;
антициклон;1.1.2.2.2.3.1.;;;;;;
античастица;1.1.2.1.3.1.2.;;;;;;
античность;1.2.1.1.3.1.2.2.2.4.1.;;;;;;
антология;1.1.3.2.9.1.1.2.2.;;;;;;
антоним;1.2.1.5.2.1.2.1.2.3.1.3.4.;;;;;;
антонимия;1.2.1.5.2.1.2.1.2.3.1.3.1.;;;;;;
антоновка;1.1.1.3.1.2.1.2.1.2.1.2.2.;;;;;;
антракт;1.2.1.1.3.1.2.2.1.2.2.;1.2.1.5.2.1.3.3.4.1.2.;;;;;
антрацит;1.1.2.2.4.1.2.;;;;;;
антрекот;1.1.3.2.7.1.1.2.2.5.3.2.;;;;;;
антрекотик;1.1.3.2.7.1.1.2.2.5.3.2.;;;;;;
антрепренер;1.1.1.2.1.1.1.2.4.2.2.4.2.3.1.;;;;;;
антрепренерствовать;2.3.5.2.4.7.2.1.1.4.;;;;;;
антреприза;1.1.3.3.1.2.6.3.;1.2.1.5.2.1.3.5.2.1.;;;;;
антресоли;1.1.3.2.2.1.2.1.1.;1.1.3.2.2.1.3.1.1.2.;1.1.3.2.2.1.3.2.2.;;;;
антрополог;1.1.1.2.1.1.1.2.4.2.4.3.3.2.;;;;;;
антропологизм;1.2.1.5.2.1.2.1.2.5.1.2.;;;;;;
антропология;1.2.1.5.2.1.2.1.3.2.1.;;;;;;
антропоморфизм;1.2.1.5.2.1.2.1.2.6.;;;;;;
антропоним;1.2.1.5.2.1.2.1.2.3.1.3.4.;;;;;;
антропонимика;1.2.1.5.2.1.2.1.2.3.1.2.;1.2.1.5.2.1.2.1.2.3.1.3.4.;;;;;
антропософия;1.2.1.5.2.1.2.2.;;;;;;
анфилада;1.1.3.2.2.1.2.1.1.;;;;;;
анчар;1.1.1.3.1.2.1.2.1.4.1.;;;;;;
анчоус;1.1.1.2.2.1.5.3.;1.1.3.2.7.1.1.2.2.5.5.1.;;;;;
аншлаг;1.1.3.2.9.1.1.3.2.2.;1.1.3.2.9.2.2.2.;1.2.1.5.2.1.3.5.2.1.;;;;
анютки;1.1.1.3.1.2.2.3.1.;;;;;;
анюточки;1.1.1.3.1.2.2.3.1.;;;;;;
аорта;1.1.1.2.4.1.2.2.1.;;;;;;
апартаменты;1.1.3.2.2.3.1.2.1.;;;;;;
апартеид;1.2.1.6.3.2.3.2.2.4.;;;;;;
апатит;1.1.2.2.4.1.2.;;;;;;
апатия;1.2.1.3.1.1.3.5.;;;;;;
апачи;1.1.1.2.1.1.2.2.1.2.;;;;;;
апгрейд;2.3.1.3.;2.3.1.5.;;;;;
апеллировать;2.3.3.3.1.1.4.1.;2.3.5.2.4.5.2.3.;;;;;
апелляция;1.2.1.4.2.2.1.2.5.;1.2.1.6.4.3.2.4.2.;;;;;
апельсин;1.1.1.3.1.2.1.2.1.2.1.4.1.;1.1.3.2.7.1.1.2.2.10.3.1.2.;;;;;
апельсинчик;1.1.1.3.1.2.1.2.1.2.1.4.1.;1.1.3.2.7.1.1.2.2.10.3.1.2.;;;;;
аперитив;1.1.3.2.7.1.1.2.2.8.1.2.;;;;;;
аперитивчик;1.1.3.2.7.1.1.2.2.8.1.2.;;;;;;
апитерапия;1.2.1.6.4.3.2.2.2.;;;;;;
аплодисменты;1.2.1.1.3.3.3.5.2.1.;;;;;;
апломб;1.2.1.3.2.3.14.;;;;;;
апогей;1.1.2.1.2.3.;1.2.1.1.2.6.2.1.;;;;;
апокалипсис;1.2.1.5.2.2.4.2.3.2.2.2.;;;;;;
апокриф;1.2.1.5.2.2.4.2.3.2.2.1.;;;;;;
аполитизм;1.2.1.6.2.3.2.2.;;;;;;
апологет;1.1.1.2.1.1.1.2.2.1.1.;1.1.1.2.1.1.1.2.3.3.4.12.1.4.;;;;;
апологетика;1.2.1.4.2.2.1.2.4.;1.2.1.5.2.1.2.1.2.6.;;;;;
апологетка;1.1.1.2.1.1.1.2.3.3.4.12.1.4.;;;;;;
апоплексия;1.2.1.1.4.2.2.3.3.2.1.1.;;;;;;
апорт;1.1.1.3.1.2.1.2.1.2.1.2.2.;;;;;;
апостол;1.1.1.2.1.1.1.2.2.1.1.;1.1.1.2.1.2.1.;1.2.1.5.2.2.4.2.3.2.2.2.;;;;
апостроф;1.1.3.2.10.1.2.4.1.;;;;;;
апофеоз;1.2.1.1.2.6.2.1.;1.2.1.4.2.2.1.2.4.;1.2.1.5.2.1.3.5.3.2.1.2.;;;;
аппарат;1.1.1.1.2.2.;1.1.1.2.1.1.2.3.5.;1.1.3.2.3.1.1.;1.1.3.3.1.1.;;;
аппаратная;1.1.3.2.2.5.5.;;;;;;
аппаратура;1.1.3.2.3.1.2.;;;;;;
аппаратчик;1.1.1.2.1.1.1.2.4.2.5.2.1.;1.1.1.2.1.1.1.2.4.2.7.1.2.1.3.1.;;;;;
аппаратчица;1.1.1.2.1.1.1.2.4.2.7.1.2.1.3.1.;;;;;;
аппендикс;1.1.1.2.4.1.2.2.1.;;;;;;
аппендицит;1.2.1.1.4.2.2.3.3.2.1.1.;;;;;;
апперцепция;1.2.1.1.4.2.1.2.1.;;;;;;
аппетит;1.2.1.1.4.2.2.2.4.;1.2.1.3.1.5.2.;;;;;
аппетитец;1.2.1.1.4.2.2.2.4.;;;;;;
